,User_name,Mention_name,Type
2495,superCarsRT,LuxMotorPress,RT
2496,eclickduk,eclickduk,Tweet
2497,EuroCarParts,EuroCarParts,Tweet
2498,autopartlinker,autopartlinker,Tweet
2499,sportsjim,sportsjim,Tweet
2500,sportsjim,sportsjim,Tweet
2501,KarmaVancouver,KarmaVancouver,Tweet
2502,zapautoexport,zapautoexport,Tweet
2503,CsmukeshSingh,CsmukeshSingh,Tweet
2504,ada_paul23,ada_paul23,Tweet
2505,IconicCarColl,IconicCarColl,Tweet
2506,dhrep,Futurist_Invest,RT
2507,RimPro_Tec,DeborahCheste11,Tweet
2508,mahmad4457,LegendPorsche,RT
2509,LiveryVip,LiveryVip,Tweet
2510,autocarmove,autocarmove,Tweet
2511,MDejtisak,MDejtisak,Tweet
2512,JohnKFisher_,JohnKFisher_,Tweet
2513,gps_mumbai,gps_mumbai,Tweet
2514,prodomaineur,prodomaineur,Tweet
2515,GetReviewedByUs,GetReviewedByUs,Tweet
2516,SipogaAutosNG,_alonethoughts_,Tweet
2517,zapautoexport,zapautoexport,Tweet
2518,zapautoexport,zapautoexport,Tweet
2519,Reg_Spotter,Reg_Spotter,Tweet
2520,huambomuse,DaveDuricy,Tweet
2521,SupercarsGarage,SupercarsGarage,Tweet
2522,debbie_beale,jbrcapital,RT
2523,TheBestInLuxury,TheBestInLuxury,Tweet
2524,ScotlandDriving,BroomhallHouse,RT
2525,aleya2411,aleya2411,Tweet
2526,BayfieldLincoln,valley_farms,Tweet
2527,skylizers,skylizers,Tweet
2528,andrewworley,Futurist_Invest,RT
2529,JiddSam,JiddSam,Tweet
2530,autocarmove,autopartlinker,RT
2531,skylizers,skylizers,Tweet
2532,SupercarsGarage,SupercarsGarage,Tweet
2533,contractcars,contractcars,Tweet
2534,AmandaA23186736,GeneralQueenB,RT
2535,ExplorationsUn1,ExplorationsUn1,Tweet
2536,AMTvehiclegroup,AMTvehiclegroup,Tweet
2537,bella_mkay,bella_mkay,Tweet
2538,DriversEcuador,DriversEcuador,Tweet
2539,diderotgaucho10,diderotgaucho10,Tweet
2540,cr2raw,Futurist_Invest,RT
2541,SmartTrails,travelimousines,RT
2542,MBDTYYC,MBDTYYC,Tweet
2543,justjoshdiaz_5_,RacerMecahinc,RT
2544,SupercarsGarage,SupercarsGarage,Tweet
2545,yamatho2,Futurist_Invest,RT
2546,ReyOtomotivv,ReyOtomotivv,Tweet
2547,YEGTweetup,RockNWash,RT
2548,930RB,LegendPorsche,RT
2549,contractcars,contractcars,Tweet
2550,ada_paul23,ada_paul23,Tweet
2551,carsluxrs,Lamborghini,Tweet
2552,LuxMotorPress,LuxMotorPress,Tweet
2553,speedluxcom,speedluxcom,Tweet
2554,Graypaul_Eburgh,Graypaul_Eburgh,Tweet
2555,RacerMecahinc,RacerMecahinc,Tweet
2556,shameelabdulla,clootrack,RT
2557,ada_paul23,ada_paul23,Tweet
2558,autopartlinker,autopartlinker,Tweet
2559,carleaseorbuy,carleaseorbuy,Tweet
2560,CarsandChaiTO,CarsandChaiTO,Tweet
2561,MIAMotorSportX,MIAMotorSportX,Tweet
2562,luxe_cars_com,luxe_cars_com,Tweet
2563,line_rev,line_rev,Tweet
2564,redsimplyrouge,redsimplyrouge,Tweet
2565,neun11er,LegendPorsche,RT
2566,contractcars,contractcars,Tweet
2567,LuxeGetaways,LuxeGetaways,Tweet
2568,CashflowCrusade,cashflow,Tweet
2569,LuxuryDistricts,LuxuryDistricts,Tweet
2570,SupercarsGarage,SupercarsGarage,Tweet
2571,m2_tweet_bot,bbazzracing,RT
2572,premiumfoxbrand,Bentley_Bham,RT
2573,dan_brummitt,_d_a_n_i_e_l__b,RT
2574,ada_paul23,ada_paul23,Tweet
2575,TObikwere,_alonethoughts_,Tweet
2576,KenLingenfelter,911_Mag,RT
2577,DocSaben,Futurist_Invest,RT
2578,CashflowCrusade,cashflow,Tweet
2579,autopartlinker,autopartlinker,Tweet
2580,bbazzracing,bbazzracing,Tweet
2581,Mr_Yomal,ShipOverseas,RT
2582,carsluxrs,Lamborghini,Tweet
2583,jbrcapital,jbrcapital,Tweet
2584,premiumfoxbrand,TarikPrice,RT
2585,LUXURYSPORTAUT0,LUXURYSPORTAUT0,Tweet
2586,BreadZe,SupercarsGarage,RT
2587,Reg_Spotter,Reg_Spotter,Tweet
2588,PrameshRastogi,bsindia,RT
2589,autopartlinker,autopartlinker,Tweet
2590,SimonsTransport,SimonsTransport,Tweet
2591,Surreal_CARS,Surreal_CARS,Tweet
2592,Rushmores_Cars,Rushmores_Cars,Tweet
2593,MPB_5,DaveDuricy,Tweet
2594,SouthBayLex,SouthBayLex,Tweet
2595,LexusHenderson,LexusHenderson,Tweet
2596,winyourdreamcar,winyourdreamcar,Tweet
2597,ATSOPRO,contractcars,RT
2598,contractcars,contractcars,Tweet
2599,EmojiAutoSales,EmojiAutoSales,Tweet
2600,reachHYPE,reachHYPE,Tweet
2601,premiumfoxbrand,TarikPrice,RT
2602,911_Mag,911_Mag,Tweet
2603,LuxuryCarLondon,LuxuryCarLondon,Tweet
2604,IconicCarColl,IconicCarColl,Tweet
2605,Motortechgh,Motortechgh,Tweet
2606,Fabspeed,Fabspeed,Tweet
2607,LuxeGetaways,LuxeGetaways,Tweet
2608,autocarmove,autocarmove,Tweet
2609,ada_paul23,ada_paul23,Tweet
2610,GerryHudson9,GerryHudson9,Tweet
2611,ada_paul23,ada_paul23,Tweet
2612,AmeerLuqman15,carsluxrs,RT
2613,CRASHJewelry,CRASHJewelry,Tweet
2614,carleaseorbuy,carleaseorbuy,Tweet
2615,Reg_Spotter,Reg_Spotter,Tweet
2616,contractcars,contractcars,Tweet
2617,iHodl_com_en,iHodl_com_en,Tweet
2618,ada_paul23,ada_paul23,Tweet
2619,A45C43,LegendPorsche,RT
2620,GetReviewedByUs,GetReviewedByUs,Tweet
2621,LiveryVip,LiveryVip,Tweet
2622,UAEChauffeur,UAEChauffeur,Tweet
2623,_alonethoughts_,_alonethoughts_,Tweet
2624,ada_paul23,ada_paul23,Tweet
2625,UKCarLease,contractcars,RT
2626,Scott_James_ltd,Scott_James_ltd,Tweet
2627,m2_tweet_bot,bbazzracing,RT
2628,CarVisionAuto,CarVisionAuto,Tweet
2629,rttconcierge,rttconcierge,Tweet
2630,britishtaxicy,britishtaxicy,Tweet
2631,Autos_of_dallas,Autos_of_dallas,Tweet
2632,CashflowCrusade,cashflow,Tweet
2633,Media_SJH,Media_SJH,Tweet
2634,AMTvehiclegroup,AMTvehiclegroup,Tweet
2635,Fwelsh2688,Fwelsh2688,Tweet
2636,hotcars1447,hotcars1447,Tweet
2637,Rushmores_Cars,Rushmores_Cars,Tweet
2638,SKPOWER_IT,SKPOWER_IT,Tweet
2639,TransporterNg,stargatechauff,Tweet
2640,Carlc1972,jbrcapital,RT
2641,LincolnOfTroy,LincolnOfTroy,Tweet
2642,LexusHenderson,LexusHenderson,Tweet
2643,vargas6105,vargas6105,Tweet
2644,NYTravelLimo,NYTravelLimo,Tweet
2645,BRDCSilverstone,winged_boots,Tweet
2646,thecarguy41,RoadAtlantic,RT
2647,CarsandChaiTO,CarsandChaiTO,Tweet
2648,britishrent,britishrent,Tweet
2649,DailyCarsGB,DailyCarsGB,Tweet
2650,AmeerLuqman15,carsluxrs,RT
2651,UKCarLease,contractcars,RT
2652,TarikPrice,TarikPrice,Tweet
2653,McLarenHouston,LuxciorMagazine,RT
2654,MaryLiNICCA,genesis_bahrain,RT
2655,SupercarsGarage,SupercarsGarage,Tweet
2656,IconicCarColl,IconicCarColl,Tweet
2657,Uyanwunechuks,_alonethoughts_,Tweet
2658,IdeasOutpost,Jaguar,Tweet
2659,autopartlinker,autopartlinker,Tweet
2660,UKCarLease,contractcars,RT
2661,gangstalife93,LegendPorsche,RT
2662,moonchohan7,moonchohan7,Tweet
2663,mohamintec,WereBillionaire,RT
2664,WestchestercarL,WestchestercarL,Tweet
2665,Reg_Spotter,Reg_Spotter,Tweet
2666,Kauan0liveira,LegendPorsche,RT
2667,omycelebration,omycelebration,Tweet
2668,ChiselSkin,ChiselSkin,Tweet
2669,BimmerToday,BimmerToday,Tweet
2670,JuliusM54109176,JuliusM54109176,Tweet
2671,EdgarAricha,LegendPorsche,RT
2672,arlelotli,ExplorationsUn1,RT
2673,LUXURYSPORTAUT0,LUXURYSPORTAUT0,Tweet
2674,THEMAVERICK93,THEMAVERICK93,Tweet
2675,GetReviewedByUs,GetReviewedByUs,Tweet
2676,Moto_Cloud,Moto_Cloud,Tweet
2677,britishrent,britishrent,Tweet
2678,carsluxrs,jdm,Tweet
2679,RimPro_Tec,DeborahCheste11,Tweet
2680,carleaseorbuy,carleaseorbuy,Tweet
2681,socialewe,carleaseorbuy,RT
2682,vintz_shop,vintz_shop,Tweet
2683,Fwelsh2688,Fwelsh2688,Tweet
2684,contractcars,contractcars,Tweet
2685,GetReviewedByUs,GetReviewedByUs,Tweet
2686,autocarmove,autocarmove,Tweet
2687,premiumfoxbrand,TarikPrice,RT
2688,SupercarsGarage,SupercarsGarage,Tweet
2689,Chrisadams703,Chrisadams703,Tweet
2690,hotcars1447,hotcars1447,Tweet
2691,MIAMotorSportX,MIAMotorSportX,Tweet
2692,SupercarsGarage,SupercarsGarage,Tweet
2693,911_Mag,911_Mag,Tweet
2694,SelectAutoImpts,SelectAutoImpts,Tweet
2695,contractcars,contractcars,Tweet
2696,KenLingenfelter,911_Mag,RT
2697,skylizers,skylizers,Tweet
2698,DailyCarsGB,DailyCarsGB,Tweet
2699,UKCarLease,contractcars,RT
2700,Surreal_CARS,Surreal_CARS,Tweet
2701,EdgarAricha,LegendPorsche,RT
2702,Autos_of_dallas,Autos_of_dallas,Tweet
2703,ExplorationsUn1,ExplorationsUn1,Tweet
2704,LuxeGetaways,LuxeGetaways,Tweet
2705,TechHourly,RMR4x4,Tweet
2706,TitaniumHire,TitaniumHire,Tweet
2707,hotcars1447,hotcars1447,Tweet
2708,AndrewHillEng,Futurist_Invest,RT
2709,Rushmores_Cars,Rushmores_Cars,Tweet
2710,autopartlinker,autopartlinker,Tweet
2711,Bhargav26858335,Beetech_in,RT
2712,hotcardeals24,britishtaxicy,RT
2713,THEMAVERICK93,THEMAVERICK93,Tweet
2714,contractcars,contractcars,Tweet
2715,LuxMotorPress,LuxMotorPress,Tweet
2716,britishtaxicy,britishtaxicy,Tweet
2717,UKCarLease,contractcars,RT
2718,carlease_uk,MercedesBenzUK,Tweet
2719,wetcoastlife,wetcoastlife,Tweet
2720,autopartlinker,autopartlinker,Tweet
2721,CorruptPunjab,TheFuturist007,RT
2722,kpamelav,kpamelav,Tweet
2723,contractcars,contractcars,Tweet
2724,UAEClassicCars,UAEClassicCars,Tweet
2725,SelectAutoImpts,SelectAutoImpts,Tweet
2726,AdamKolczynski,Media_SJH,Tweet
2727,hotcars1447,GIPHY,Tweet
2728,911_Mag,911_Mag,Tweet
2729,dimcartier,WereBillionaire,RT
2730,inkiel26,LegendPorsche,RT
2731,vapegamer1,LegendPorsche,RT
2732,JaguarThornhill,JaguarThornhill,Tweet
2733,contractcars,contractcars,Tweet
2734,PicklesAuctions,PicklesAuctions,Tweet
2735,autopartlinker,autopartlinker,Tweet
2736,diderotgaucho10,diderotgaucho10,Tweet
2737,autopartlinker,autopartlinker,Tweet
2738,stargatechauff,stargatechauff,Tweet
2739,ada_paul23,ada_paul23,Tweet
2740,CRASHJewelry,CRASHJewelry,Tweet
2741,carsofnow_then,carsofnow_then,Tweet
2742,TCMDelhi,TCMDelhi,Tweet
2743,EHoleik,LegendPorsche,RT
2744,club29,ExplorationsUn1,RT
2745,hawkenr,hawkenr,Tweet
2746,UKCarLease,Individual_FS,RT
2747,JohnKFisher_,JohnKFisher_,Tweet
2748,hotcardeals24,britishtaxicy,RT
2749,Surreal_CARS,Surreal_CARS,Tweet
2750,dhrep,Futurist_Invest,RT
2751,LUXURYSPORTAUT0,LUXURYSPORTAUT0,Tweet
2752,LuxciorMagazine,LuxciorMagazine,Tweet
2753,Vignali123,Graypaul_Eburgh,RT
2754,contractcars,contractcars,Tweet
2755,tanmoyadak24,gscaltexindia,RT
2756,hindustangroup,hindustangroup,Tweet
2757,TheLuxuryOFC,TheLuxuryOFC,Tweet
2758,CarsandChaiTO,CarsandChaiTO,Tweet
2759,LionhartTires,MercedesBenz,Tweet
2760,TheLuxuryOFC,TheLuxuryOFC,Tweet
2761,motorespuntoes,LegendPorsche,RT
2762,debbie_beale,jbrcapital,RT
2763,TheLuxuryOFC,TheLuxuryOFC,Tweet
2764,douglashaan,LuxuryCarLondon,RT
2765,IsaBell222333,Bentley_Bham,RT
2766,UKCarLease,contractcars,RT
2767,Autos_of_dallas,Autos_of_dallas,Tweet
2768,Graypaul_Eburgh,Graypaul_Eburgh,Tweet
2769,RacerMecahinc,RacerMecahinc,Tweet
2770,LuxMotorPress,LuxMotorPress,Tweet
2771,Weistec,Weistec,Tweet
2772,msicefan,LegendPorsche,RT
2773,AMTvehiclegroup,AMTvehiclegroup,Tweet
2774,CSUTV,CSUTV,Tweet
2775,G350gt,LegendPorsche,RT
2776,Weistec,Weistec,Tweet
2777,carsluxrs,carsluxrs,Tweet
2778,Vignali123,Graypaul_Eburgh,RT
2779,skylizers,skylizers,Tweet
2780,UKCarLease,contractcars,RT
2781,SelectiveAutos,SelectiveAutos,Tweet
2782,knowledgelover1,TheFuturist007,RT
2783,SelectAutoImpts,SelectAutoImpts,Tweet
2784,DriverMilano,DriverMilano,Tweet
2785,CSUTV,CSUTV,Tweet
2786,SupercarsGarage,SupercarsGarage,Tweet
2787,niki_kopp,niki_kopp,Tweet
2788,Graypaul_Eburgh,Graypaul_Eburgh,Tweet
2789,autopartlinker,autopartlinker,Tweet
2790,catford_se6,Rushmores_Cars,RT
2791,Bill88699081,911_Mag,RT
2792,Scott_James_ltd,Scott_James_ltd,Tweet
2793,InvestCorpgh,InvestCorpgh,Tweet
2794,jarek781,911_Mag,RT
2795,PeakLifeIndia,Ferrari,Tweet
2796,RacerMecahinc,RacerMecahinc,Tweet
2797,UKCarLease,contractcars,RT
2798,autobics,autobics,Tweet
2799,marcofedeli1977,marcofedeli1977,Tweet
2800,TheLuxuryOFC,TheLuxuryOFC,Tweet
2801,jbrcapital,jbrcapital,Tweet
2802,powerlinuxer,Futurist_Invest,RT
2803,exhaustnotes,MercedesAMG,Tweet
2804,GetReviewedByUs,GetReviewedByUs,Tweet
2805,gangstalife93,LegendPorsche,RT
2806,autopartlinker,autopartlinker,Tweet
2807,TitaniumHire,TitaniumHire,Tweet
2808,911_Mag,911_Mag,Tweet
2809,2tallRob,barbster360,RT
2810,DCamaro88,LuxMotorPress,RT
2811,EmpireLimo,EmpireLimo,Tweet
2812,washninja,washninja,Tweet
2813,MrMopar65,DaveDuricy,Tweet
2814,hotcars1447,GIPHY,Tweet
2815,contractcars,contractcars,Tweet
2816,omycelebration,omycelebration,Tweet
2817,vargas6105,vargas6105,Tweet
2818,SelectAutoImpts,SelectAutoImpts,Tweet
2819,turbomilesuae,turbomilesuae,Tweet
2820,CarrozeriaUKLtd,CarrozeriaUKLtd,Tweet
2821,autocarmove,autocarmove,Tweet
2822,LexusHenderson,LexusHenderson,Tweet
2823,Reg_Spotter,Reg_Spotter,Tweet
2824,iamWurahziz,iamWurahziz,Tweet
2825,bloombarwatches,bloombarwatches,Tweet
2826,Reg_Spotter,Reg_Spotter,Tweet
2827,britishrent,britishrent,Tweet
2828,LuxMotorPress,LuxMotorPress,Tweet
2829,NYTravelLimo,NYTravelLimo,Tweet
2830,PicklesAuctions,PicklesAuctions,Tweet
2831,TRIPLEHIGHLIFE,speedndrift,RT
2832,AndyCox1972,LegendPorsche,RT
2833,TOP10CLUBS_,TOP10CLUBS_,Tweet
2834,IndustryMag,MaseratiCNJ,Tweet
2835,premiumfoxbrand,TarikPrice,RT
2836,johnnyboylc,DaveDuricy,Tweet
2837,carlodotin,carlodotin,Tweet
2838,RimPro_Tec,DeborahCheste11,Tweet
2839,Saxton4x4,Saxton4x4,Tweet
2840,AndyCox1972,LegendPorsche,RT
2841,RacerMecahinc,RacerMecahinc,Tweet
2842,HindScoop,HindScoop,Tweet
2843,sportsjim,sportsjim,Tweet
2844,skylizers,skylizers,Tweet
2845,autopartlinker,autopartlinker,Tweet
2846,rentals_van,rentals_van,Tweet
2847,omycelebration,omycelebration,Tweet
2848,Jet_Affiliated,TarikPrice,RT
2849,cr2raw,Futurist_Invest,RT
2850,PeakLifeIndia,Ferrari,Tweet
2851,MaltecDetailing,MaltecDetailing,Tweet
2852,Rushmores_Cars,Rushmores_Cars,Tweet
2853,SupercarsGarage,SupercarsGarage,Tweet
2854,UKCarLease,contractcars,RT
2855,VegasBiLL,Forbes,Tweet
2856,dgr8smurf,911_Mag,RT
2857,BocquetRomuald,911_Mag,RT
2858,KenLingenfelter,911_Mag,RT
2859,MBDTYYC,MBDTYYC,Tweet
2860,CarsandChaiTO,Sekanskin,Tweet
2861,Mobor_udi,_alonethoughts_,Tweet
2862,AdamKolczynski,Media_SJH,Tweet
2863,bloombarwatches,bloombarwatches,Tweet
2864,NYTravelLimo,NYTravelLimo,Tweet
2865,turbomilesuae,turbomilesuae,Tweet
2866,__bdub,BillionsPortal,RT
2867,GetReviewedByUs,GetReviewedByUs,Tweet
2868,tomtombamb,tomtombamb,Tweet
2869,AndrewHillEng,Futurist_Invest,RT
2870,patel_cars,patel_cars,Tweet
2871,BankzofAmerica,SIX10Enterprise,Tweet
2872,autopartlinker,autopartlinker,Tweet
2873,MichaelDD14,LegendPorsche,RT
2874,rebellierensoul,SeasonCarHire,Tweet
2875,PolimaxCustoms,VIPChauffeurCar,Tweet
2876,JacquesePer75,LegendPorsche,RT
2877,Rushmores_Cars,Rushmores_Cars,Tweet
2878,premiumfoxbrand,TarikPrice,RT
2879,Reg_Spotter,Reg_Spotter,Tweet
2880,Stonelink_Intl,WSJ,Tweet
2881,Bellagiotime,DaveDuricy,Tweet
2882,solorider23,solorider23,Tweet
2883,ShipOverseas,ShipOverseas,Tweet
2884,911_Mag,911_Mag,Tweet
2885,TechHourly,RMR4x4,Tweet
2886,sillipiuk,THEMAVERICK93,RT
2887,PicklesAuctions,PicklesAuctions,Tweet
2888,Bill88699081,911_Mag,RT
2889,RimPro_Tec,DeborahCheste11,Tweet
2890,CarParts4LessUK,CarParts4LessUK,Tweet
2891,JuliusM54109176,JuliusM54109176,Tweet
2892,rttconcierge,rttconcierge,Tweet
2893,Sudip2055,Sudip2055,Tweet
2894,youthere1web,AMG,Tweet
2895,UPGPSTech,UPGPSTech,Tweet
2896,ExplorationsUn1,ExplorationsUn1,Tweet
2897,carleaseorbuy,carleaseorbuy,Tweet
2898,marcofedeli1977,marcofedeli1977,Tweet
2899,autopartlinker,autopartlinker,Tweet
2900,InvestCorpgh,InvestCorpgh,Tweet
2901,911_Mag,911_Mag,Tweet
2902,monarch_ent,monarch_ent,Tweet
2903,RimPro_Tec,DeborahCheste11,Tweet
2904,vipgroupwill,vipgroupwill,Tweet
2905,UKCarLease,contractcars,RT
2906,TheLuxuryOFC,TheLuxuryOFC,Tweet
2907,Vajid_Khan,CarsandChaiTO,RT
2908,KeisterDelfina,GeneralQueenB,RT
2909,SmartChargeUSA,SmartChargeUSA,Tweet
2910,LavishLifesty15,LavishLifesty15,Tweet
2911,AmandaA23186736,GeneralQueenB,RT
2912,eagleautosng,eagleautosng,Tweet
2913,autopartlinker,autopartlinker,Tweet
2914,Kauan0liveira,LegendPorsche,RT
2915,alsahawat_times,alsahawat_times,Tweet
2916,shieldtrend,shieldtrend,RT
2917,ExplorationsUn1,ExplorationsUn1,Tweet
2918,mvslightcom,mvslightcom,Tweet
2919,pray4miii,sidestreamworld,RT
2920,MDejtisak,MDejtisak,Tweet
2921,shieldtrend,shieldtrend,Tweet
2922,TransporterNg,stargatechauff,Tweet
2923,CorruptPunjab,TheFuturist007,RT
2924,ExplorationsUn1,ExplorationsUn1,Tweet
2925,autocarmove,autocarmove,Tweet
2926,DESIblitz,DESIblitz,Tweet
2927,Dailyshoddycars,DailyCarsGB,RT
2928,inkiel26,LegendPorsche,RT
2929,BassasLopez,LegendPorsche,RT
2930,LUXURYSPORTAUT0,LUXURYSPORTAUT0,Tweet
2931,EmojiAutoSales,EmojiAutoSales,Tweet
2932,FB_DoggieDental,FB_DoggieDental,Tweet
2933,pennewstweet,pennewstweet,Tweet
2934,RoadAtlantic,RoadAtlantic,Tweet
2935,ada_paul23,ada_paul23,Tweet
2936,bloombarwatches,bloombarwatches,Tweet
2937,Autos_of_dallas,Autos_of_dallas,Tweet
2938,mohamintec,WereBillionaire,RT
2939,BayfieldLincoln,valley_farms,Tweet
2940,MSL_Ballsbridge,MSL_Ballsbridge,Tweet
2941,autoview,Nissan,Tweet
2942,M_baturee,_alonethoughts_,Tweet
2943,jeroen_stolk,autopartlinker,RT
2944,omycelebration,omycelebration,Tweet
2945,Media_SJH,Media_SJH,Tweet
2946,AmeerLuqman15,carsluxrs,RT
2947,autocarmove,autocarmove,Tweet
2948,punefeed,pennewstweet,RT
2949,luxurylimoland,luxurylimoland,Tweet
2950,autopartlinker,autopartlinker,Tweet
2951,caldelari911,911_Mag,RT
2952,RacerMecahinc,RacerMecahinc,Tweet
2953,TheCuriousLuke,Futurist_Invest,RT
2954,autocarmove,autocarmove,Tweet
2955,ada_paul23,ada_paul23,Tweet
2956,UKCarLease,contractcars,RT
2957,VonHousenGroup,VonHousenGroup,Tweet
2958,contractcars,contractcars,Tweet
2959,caldelari911,911_Mag,RT
2960,PPFilmLocations,PPFilmLocations,Tweet
2961,johnnyboylc,DaveDuricy,Tweet
2962,911_Mag,911_Mag,Tweet
2963,AndrewHillEng,Futurist_Invest,RT
2964,catford_se6,Rushmores_Cars,RT
2965,BeingRamDubey,BeingRamDubey,Tweet
2966,UKCarLease,contractcars,RT
2967,WHEELMAX_COM,WHEELMAX_COM,Tweet
2968,mvslightcom,mvslightcom,Tweet
2969,knowledgelover1,TheFuturist007,RT
2970,autopartlinker,autopartlinker,Tweet
2971,GetReviewedByUs,GetReviewedByUs,Tweet
2972,AMTvehiclegroup,AMTvehiclegroup,Tweet
2973,ayushijay,ayushijay,Tweet
2974,gracieopulanza,Ferrari,Tweet
2975,RoadAtlantic,RoadAtlantic,Tweet
2976,rentals_van,rentals_van,Tweet
2977,Mr_Yomal,ShipOverseas,RT
2978,ada_paul23,ada_paul23,Tweet
2979,LexusofLasVegas,LexusofLasVegas,Tweet
2980,moralamb1974,carleaseorbuy,RT
2981,MaltecDetailing,MaltecDetailing,Tweet
2982,LiveryVip,LiveryVip,Tweet
2983,Melissa20167529,Melissa20167529,Tweet
2984,TechHourly,RMR4x4,Tweet
2985,autopartlinker,autopartlinker,Tweet
2986,MercedesBenzAsh,MercedesBenzAsh,Tweet
2987,DailyCarsGB,DailyCarsGB,Tweet
2988,superCarsRT,LuxMotorPress,RT
2989,hotcars1447,hotcars1447,Tweet
2990,Autos_of_dallas,Autos_of_dallas,Tweet
2991,weddingcarhire3,weddingcarhire3,Tweet
2992,LionhartTires,MercedesBenz,Tweet
2993,warjudo3,LegendPorsche,RT
2994,RimPro_Tec,DeborahCheste11,Tweet
2995,CorruptPunjab,TheFuturist007,RT
2996,LexusOrangePark,LexusOrangePark,Tweet
2997,GordonMercedes9,GazTankMotors,RT
2998,RacerMecahinc,RacerMecahinc,Tweet
2999,SupercarsGarage,SupercarsGarage,Tweet
3000,autocarmove,autocarmove,Tweet
3001,AmandaA23186736,GeneralQueenB,RT
3002,PmillsChch,PmillsChch,Tweet
3003,LRThornhill,LRThornhill,Tweet
3004,EduardoKuriH,LuxciorMagazine,RT
3005,MrMopar65,DaveDuricy,Tweet
3006,WestPalmJets,WestPalmJets,Tweet
3007,Surreal_CARS,Surreal_CARS,Tweet
3008,BIGV_PWRP,Bugatti,Tweet
3009,FakhraMahmoud,FakhraMahmoud,Tweet
3010,autopartlinker,autopartlinker,Tweet
3011,BayfieldLincoln,valley_farms,Tweet
3012,RSindle78,RSindle78,Tweet
3013,speedluxcom,speedluxcom,Tweet
3014,carsluxrs,CAR_LiFESTYLE,Tweet
3015,TarikPrice,TarikPrice,Tweet
3016,Habeeb24194864,_alonethoughts_,Tweet
3017,MBenzDraper,MBenzDraper,Tweet
3018,ExplorationsUn1,ExplorationsUn1,Tweet
3019,KarmaVancouver,KarmaVancouver,Tweet
3020,carleaseorbuy,carleaseorbuy,Tweet
3021,Bill88699081,911_Mag,RT
3022,SupercarsGarage,SupercarsGarage,Tweet
3023,BoggusLincoln,BoggusLincoln,Tweet
3024,premiumfoxbrand,JROSENBERG1,RT
3025,prodomaineur,prodomaineur,Tweet
3026,naoya160,DailyCarsGB,RT
3027,CRASHJewelry,CRASHJewelry,Tweet
3028,DocSaben,Futurist_Invest,RT
3029,CRASHJewelry,CRASHJewelry,Tweet
3030,autopartlinker,autopartlinker,Tweet
3031,MercedesBenzAsh,MercedesBenzAsh,Tweet
3032,throdle,throdle,Tweet
3033,Bhargav26858335,Beetech_in,RT
3034,GetReviewedByUs,GetReviewedByUs,Tweet
3035,MakLuxury,MakLuxury,Tweet
3036,IconicCarColl,IconicCarColl,Tweet
3037,SimonsTransport,SimonsTransport,Tweet
3038,JaguarThornhill,JaguarThornhill,Tweet
3039,dgr8smurf,911_Mag,RT
3040,autocarmove,autocarmove,Tweet
3041,autopartlinker,autopartlinker,Tweet
3042,ada_paul23,ada_paul23,Tweet
3043,EDIMOSIP,carfinance_uk,RT
3044,JosephLiden,JosephLiden,Tweet
3045,JaguarThornhill,JaguarThornhill,Tweet
3046,superCarsRT,CarsandChaiTO,RT
3047,Reg_Spotter,Reg_Spotter,Tweet
3048,ExplorationsUn1,ExplorationsUn1,Tweet
3049,EZ_Auto,EZ_Auto,Tweet
3050,MDejtisak,MDejtisak,Tweet
3051,GetReviewedByUs,GetReviewedByUs,Tweet
3052,JiddSam,JiddSam,Tweet
3053,GetReviewedByUs,GetReviewedByUs,Tweet
3054,Rushmores_Cars,Rushmores_Cars,Tweet
3055,Sheepskin4U,Sheepskin4U,Tweet
3056,eagleautosng,eagleautosng,Tweet
3057,SilverhillAcura,SilverhillAcura,Tweet
3058,UPGPSTech,UPGPSTech,Tweet
3059,RandburgMidas,RandburgMidas,Tweet
3060,autopartlinker,autopartlinker,Tweet
3061,harun_bukar,_alonethoughts_,Tweet
3062,autopartlinker,autopartlinker,Tweet
3063,BreadZe,elevenbrian,RT
3064,Surreal_CARS,Surreal_CARS,Tweet
3065,autopartlinker,autopartlinker,Tweet
3066,Individual_FS,Individual_FS,Tweet
3067,Mark_R1_5VY,LegendPorsche,RT
3068,autocarmove,autocarmove,Tweet
3069,JuliusM54109176,JuliusM54109176,Tweet
3070,911_Mag,911_Mag,Tweet
3071,SantchiWeb,Futurist_Invest,RT
3072,lexusofbrooklyn,lexusofbrooklyn,Tweet
3073,lexusofbrooklyn,lexusofbrooklyn,Tweet
3074,vikramc16,bsindia,RT
3075,kezzabella82,JosephLiden,RT
3076,ATSOPRO,contractcars,RT
3077,ukpiano,ukpiano,Tweet
3078,cr2raw,Futurist_Invest,RT
3079,GetReviewedByUs,GetReviewedByUs,Tweet
3080,BimmerToday,BimmerToday,Tweet
3081,skylizers,skylizers,Tweet
3082,IndustryMag,FerrariCNJ,Tweet
3083,Bentley_Bham,Bentley_Bham,Tweet
3084,Sheepskin4U,Sheepskin4U,Tweet
3085,SkylineAutoIn,SkylineAutoIn,Tweet
3086,autocarmove,autocarmove,Tweet
3087,FasterMachines,LegendPorsche,RT
3088,club29,ExplorationsUn1,RT
3089,UKCarLease,contractcars,RT
3090,carsluxrs,carsluxrs,Tweet
3091,SipogaAutosNG,_alonethoughts_,Tweet
